Timestamp,Prediction
20180206_0455-0500,0.0
20180206_0500-0505,0.0
20180206_0505-0510,0.0
20180206_0510-0515,0.0
20180206_0515-0520,0.0
20180206_0520-0525,0.0
20180206_0525-0530,1.0
20180206_0530-0535,0.0
20180206_0535-0540,0.0
20180206_0540-0545,0.0
20180206_0545-0550,0.0
20180206_0550-0555,0.0
20180206_0555-0600,0.0
20180206_0600-0605,0.0
20180206_0605-0610,0.0
20180206_0610-0615,0.0
20180206_0615-0620,0.0
20180206_0620-0625,0.0
20180206_0625-0630,0.0
20180206_0630-0635,0.0
20180206_0635-0640,1.0
20180206_0640-0645,1.0
20180206_0645-0650,0.0
20180206_0650-0655,0.0
20180206_0655-0700,0.0
20180206_0700-0705,0.0
20180206_0705-0710,0.0
20180206_0710-0715,0.0
20180206_0715-0720,0.0
20180206_0720-0725,0.0
20180206_0725-0730,0.0
20180206_0730-0735,0.0
20180206_0735-0740,0.0
20180206_0740-0745,0.0
20180206_0745-0750,0.0
20180206_0750-0755,0.0
20180206_0755-0800,0.0
20180206_0800-0805,0.0
20180206_0805-0810,0.0
20180206_0810-0815,0.0
20180206_0815-0820,0.0
20180206_0820-0825,0.0
20180206_0825-0830,0.0
20180206_0830-0835,0.0
20180206_0835-0840,0.0
20180206_0840-0845,0.0
20180206_0845-0850,0.0
20180206_0850-0855,0.0
20180206_0855-0900,0.0
20180206_0900-0905,0.0
20180206_0905-0910,0.0
20180206_0910-0915,0.0
20180206_0915-0920,0.0
20180206_0920-0925,0.0
20180206_0925-0930,0.0
20180206_0930-0935,0.0
20180206_0935-0940,0.0
20180206_0940-0945,0.0
20180206_0945-0950,0.0
20180206_0950-0955,0.0
20180206_0955-1000,0.0
20180206_1000-1005,0.0
20180206_1005-1010,0.0
20180206_1010-1015,0.0
20180206_1015-1020,0.0
20180206_1020-1025,0.0
20180206_1025-1030,0.0
20180206_1030-1035,0.0
20180206_1035-1040,0.0
20180206_1040-1045,0.0
20180206_1045-1050,0.0
20180206_1050-1055,0.0
20180206_1055-1100,0.0
20180206_1100-1105,0.0
20180206_1105-1110,0.0
20180206_1110-1115,0.0
20180206_1115-1120,0.0
20180206_1120-1125,0.0
20180206_1125-1130,0.0
20180206_1130-1135,0.0
20180206_1135-1140,0.0
20180206_1140-1145,0.0
20180206_1145-1150,0.0
20180206_1150-1155,0.0
20180206_1155-1200,0.0
20180206_1200-1205,0.0
20180206_1205-1210,0.0
20180206_1210-1215,0.0
20180206_1215-1220,0.0
20180206_1220-1225,0.0
20180206_1225-1230,0.0
20180206_1230-1235,0.0
20180206_1235-1240,0.0
20180206_1240-1245,0.0
20180206_1245-1250,0.0
20180206_1250-1255,0.0
20180206_1255-1300,0.0
20180206_1300-1305,0.0
20180206_1305-1310,0.0
20180206_1310-1315,0.0
20180206_1315-1320,0.0
20180206_1320-1325,0.0
20180206_1325-1330,0.0
20180206_1330-1335,0.0
20180206_1335-1340,0.0
20180206_1340-1345,0.0
20180206_1345-1350,0.0
20180206_1350-1355,0.0
20180206_1355-1400,0.0
20180206_1400-1405,0.0
20180206_1405-1410,0.0
20180206_1410-1415,0.0
20180206_1415-1420,1.0
20180206_1420-1425,0.0
20180206_1425-1430,0.0
20180206_1430-1435,0.0
20180206_1435-1440,0.0
20180206_1440-1445,0.0
20180206_1445-1450,0.0
20180206_1450-1455,0.0
20180206_1455-1500,0.0
20180206_1500-1505,0.0
20180206_1505-1510,0.0
20180206_1510-1515,1.0
20180206_1515-1520,1.0
20180206_1520-1525,1.0
20180206_1525-1530,0.0
20180206_1530-1535,0.0
20180206_1535-1540,0.0
20180206_1540-1545,0.0
20180206_1545-1550,0.0
20180206_1550-1555,0.0
20180206_1555-1600,0.0
20180206_1600-1605,0.0
20180206_1605-1610,0.0
20180206_1610-1615,0.0
20180206_1615-1620,0.0
20180206_1620-1625,0.0
20180206_1625-1630,0.0
20180206_1630-1635,0.0
20180206_1635-1640,0.0
20180206_1640-1645,0.0
20180206_1645-1650,0.0
20180206_1650-1655,0.0
20180206_1655-1700,0.0
20180206_1700-1705,0.0
20180206_1705-1710,0.0
20180206_1710-1715,0.0
20180206_1715-1720,0.0
20180206_1720-1725,0.0
20180206_1725-1730,0.0
20180206_1730-1735,0.0
20180206_1735-1740,0.0
20180206_1740-1745,0.0
20180206_1745-1750,0.0
20180206_1750-1755,0.0
20180206_1755-1800,0.0
20180206_1800-1805,0.0
20180206_1805-1810,0.0
20180206_1810-1815,0.0
20180206_1815-1820,0.0
20180206_1820-1825,0.0
20180206_1825-1830,0.0
20180206_1830-1835,0.0
20180206_1835-1840,0.0
20180206_1840-1845,0.0
20180206_1845-1850,0.0
20180206_1850-1855,0.0
20180206_1855-1900,0.0
20180206_1900-1905,0.0
20180206_1905-1910,0.0
20180206_1910-1915,0.0
20180206_1915-1920,0.0
20180206_1920-1925,0.0
20180206_1925-1930,0.0
20180206_1930-1935,0.0
20180206_1935-1940,0.0
20180206_1940-1945,0.0
20180206_1945-1950,0.0
20180206_1950-1955,0.0
20180206_1955-2000,0.0
20180206_2000-2005,0.0
20180206_2005-2010,0.0
20180206_2010-2015,0.0
20180206_2015-2020,0.0
20180206_2020-2025,0.0
20180206_2025-2030,0.0
20180206_2030-2035,0.0
20180206_2035-2040,0.0
20180206_2040-2045,0.0
20180206_2045-2050,0.0
20180206_2050-2055,0.0
20180206_2055-2100,0.0
20180206_2100-2105,0.0
20180206_2105-2110,0.0
20180206_2110-2115,0.0
20180206_2115-2120,0.0
20180206_2120-2125,0.0
20180206_2125-2130,0.0
20180206_2130-2135,0.0
20180206_2135-2140,0.0
20180206_2140-2145,0.0
20180206_2145-2150,0.0
20180206_2150-2155,0.0
20180206_2155-2200,0.0
20180206_2200-2205,0.0
20180206_2205-2210,0.0
20180206_2210-2215,0.0
20180206_2215-2220,0.0
20180206_2220-2225,0.0
20180206_2225-2230,0.0
20180206_2230-2235,0.0
20180206_2235-2240,0.0
20180206_2240-2245,0.0
20180206_2245-2250,0.0
20180206_2250-2255,0.0
20180206_2255-2300,0.0
20180206_2300-2305,0.0
20180206_2305-2310,0.0
20180206_2310-2315,0.0
20180206_2315-2320,0.0
20180206_2320-2325,0.0
20180206_2325-2330,0.0
20180206_2330-2335,0.0
20180206_2335-2340,0.0
20180206_2340-2345,0.0
20180206_2345-2350,0.0
20180206_2350-2355,0.0
20180206_2355-0000,0.0
20180207_0000-0005,0.0
20180207_0005-0010,0.0
20180207_0010-0015,0.0
20180207_0015-0020,0.0
20180207_0020-0025,0.0
20180207_0025-0030,0.0
20180207_0030-0035,0.0
20180207_0035-0040,0.0
20180207_0040-0045,0.0
20180207_0045-0050,0.0
20180207_0050-0055,0.0
20180207_0055-0100,0.0
20180207_0100-0105,0.0
20180207_0105-0110,0.0
20180207_0110-0115,0.0
20180207_0115-0120,0.0
20180207_0120-0125,0.0
20180207_0125-0130,0.0
20180207_0130-0135,0.0
20180207_0135-0140,0.0
20180207_0140-0145,0.0
20180207_0145-0150,0.0
20180207_0150-0155,0.0
20180207_0155-0200,0.0
20180207_0200-0205,0.0
20180207_0205-0210,0.0
20180207_0210-0215,0.0
20180207_0215-0220,0.0
20180207_0220-0225,0.0
20180207_0225-0230,0.0
20180207_0230-0235,0.0
20180207_0235-0240,0.0
20180207_0240-0245,0.0
20180207_0245-0250,0.0
20180207_0250-0255,0.0
20180207_0255-0300,0.0
20180207_0300-0305,0.0
20180207_0305-0310,0.0
20180207_0310-0315,0.0
20180207_0315-0320,0.0
20180207_0320-0325,0.0
20180207_0325-0330,0.0
20180207_0330-0335,1.0
20180207_0335-0340,0.0
20180207_0340-0345,0.0
20180207_0345-0350,1.0
20180207_0350-0355,0.0
20180207_0355-0400,0.0
20180207_0400-0405,0.0
20180207_0405-0410,0.0
20180207_0410-0415,0.0
20180207_0415-0420,0.0
20180207_0420-0425,0.0
20180207_0425-0430,1.0
20180207_0430-0435,0.0
20180207_0435-0440,0.0
20180207_0440-0445,0.0
20180207_0445-0450,0.0
20180207_0450-0455,0.0
20180207_0455-0500,0.0
20180207_0500-0505,0.0
20180207_0505-0510,0.0
20180207_0510-0515,0.0
20180207_0515-0520,0.0
20180207_0520-0525,0.0
20180207_0525-0530,0.0
20180207_0530-0535,0.0
20180207_0535-0540,0.0
20180207_0540-0545,0.0
20180207_0545-0550,1.0
20180207_0550-0555,0.0
20180207_0555-0600,0.0
20180207_0600-0605,0.0
20180207_0605-0610,0.0
20180207_0610-0615,0.0
20180207_0615-0620,1.0
20180207_0620-0625,0.0
20180207_0625-0630,0.0
20180207_0630-0635,0.0
20180207_0635-0640,0.0
20180207_0640-0645,0.0
20180207_0645-0650,0.0
20180207_0650-0655,0.0
20180207_0655-0700,1.0
20180207_0700-0705,0.0
20180207_0705-0710,0.0
20180207_0710-0715,0.0
20180207_0715-0720,0.0
20180207_0720-0725,0.0
20180207_0725-0730,0.0
20180207_0730-0735,0.0
20180207_0735-0740,0.0
20180207_0740-0745,0.0
20180207_0745-0750,0.0
20180207_0750-0755,0.0
20180207_0755-0800,0.0
20180207_0800-0805,0.0
20180207_0805-0810,0.0
20180207_0810-0815,0.0
20180207_0815-0820,0.0
20180207_0820-0825,0.0
20180207_0825-0830,0.0
20180207_0830-0835,0.0
20180207_0835-0840,0.0
20180207_0840-0845,0.0
20180207_0845-0850,0.0
20180207_0850-0855,0.0
20180207_0855-0900,0.0
20180207_0900-0905,0.0
20180207_0905-0910,0.0
20180207_0910-0915,0.0
20180207_0915-0920,0.0
20180207_0920-0925,0.0
20180207_0925-0930,0.0
20180207_0930-0935,0.0
20180207_0935-0940,0.0
20180207_0940-0945,0.0
20180207_0945-0950,0.0
20180207_0950-0955,0.0
20180207_0955-1000,0.0
20180207_1000-1005,0.0
20180207_1005-1010,0.0
20180207_1010-1015,0.0
20180207_1015-1020,0.0
20180207_1020-1025,0.0
20180207_1025-1030,0.0
20180207_1030-1035,0.0
20180207_1035-1040,0.0
20180207_1040-1045,0.0
20180207_1045-1050,0.0
20180207_1050-1055,0.0
20180207_1055-1100,0.0
20180207_1100-1105,0.0
20180207_1105-1110,0.0
20180207_1110-1115,0.0
20180207_1115-1120,0.0
20180207_1120-1125,0.0
20180207_1125-1130,0.0
20180207_1130-1135,0.0
20180207_1135-1140,0.0
20180207_1140-1145,0.0
20180207_1145-1150,0.0
20180207_1150-1155,0.0
20180207_1155-1200,0.0
20180207_1200-1205,0.0
20180207_1205-1210,0.0
20180207_1210-1215,0.0
20180207_1215-1220,0.0
20180207_1220-1225,0.0
20180207_1225-1230,0.0
20180207_1230-1235,0.0
20180207_1235-1240,0.0
20180207_1240-1245,0.0
20180207_1245-1250,0.0
20180207_1250-1255,0.0
20180207_1255-1300,0.0
20180207_1300-1305,0.0
20180207_1305-1310,0.0
20180207_1310-1315,0.0
20180207_1315-1320,0.0
20180207_1320-1325,0.0
20180207_1325-1330,0.0
20180207_1330-1335,0.0
20180207_1335-1340,0.0
20180207_1340-1345,0.0
20180207_1345-1350,0.0
20180207_1350-1355,0.0
20180207_1355-1400,0.0
20180207_1400-1405,0.0
20180207_1405-1410,0.0
20180207_1410-1415,0.0
20180207_1415-1420,0.0
20180207_1420-1425,0.0
20180207_1425-1430,0.0
20180207_1430-1435,0.0
20180207_1435-1440,0.0
20180207_1440-1445,0.0
20180207_1445-1450,0.0
20180207_1450-1455,0.0
20180207_1455-1500,0.0
20180207_1500-1505,0.0
20180207_1505-1510,0.0
20180207_1510-1515,0.0
20180207_1515-1520,0.0
20180207_1520-1525,0.0
20180207_1525-1530,0.0
20180207_1530-1535,0.0
20180207_1535-1540,0.0
20180207_1540-1545,0.0
20180207_1545-1550,0.0
20180207_1550-1555,0.0
20180207_1555-1600,0.0
20180207_1600-1605,0.0
20180207_1605-1610,0.0
20180207_1610-1615,0.0
20180207_1615-1620,0.0
20180207_1620-1625,0.0
20180207_1625-1630,0.0
20180207_1630-1635,0.0
20180207_1635-1640,0.0
20180207_1640-1645,0.0
20180207_1645-1650,0.0
20180207_1650-1655,0.0
20180207_1655-1700,0.0
20180207_1700-1705,0.0
20180207_1705-1710,0.0
20180207_1710-1715,0.0
20180207_1715-1720,0.0
20180207_1720-1725,0.0
20180207_1725-1730,0.0
20180207_1730-1735,0.0
20180207_1735-1740,0.0
20180207_1740-1745,0.0
20180207_1745-1750,0.0
20180207_1750-1755,0.0
20180207_1755-1800,0.0
20180207_1800-1805,0.0
20180207_1805-1810,0.0
20180207_1810-1815,0.0
20180207_1815-1820,0.0
20180207_1820-1825,0.0
20180207_1825-1830,0.0
20180207_1830-1835,0.0
20180207_1835-1840,0.0
20180207_1840-1845,0.0
20180207_1845-1850,0.0
20180207_1850-1855,0.0
20180207_1855-1900,0.0
20180207_1900-1905,0.0
20180207_1905-1910,0.0
20180207_1910-1915,0.0
20180207_1915-1920,0.0
20180207_1920-1925,0.0
20180207_1925-1930,0.0
20180207_1930-1935,0.0
20180207_1935-1940,0.0
20180207_1940-1945,0.0
20180207_1945-1950,1.0
20180207_1950-1955,0.0
20180207_1955-2000,0.0
20180207_2000-2005,0.0
20180207_2005-2010,0.0
20180207_2010-2015,0.0
20180207_2015-2020,0.0
20180207_2020-2025,0.0
20180207_2025-2030,0.0
20180207_2030-2035,0.0
20180207_2035-2040,0.0
20180207_2040-2045,0.0
20180207_2045-2050,0.0
20180207_2050-2055,0.0
20180207_2055-2100,0.0
20180207_2100-2105,0.0
20180207_2105-2110,0.0
20180207_2110-2115,0.0
20180207_2115-2120,0.0
20180207_2120-2125,0.0
20180207_2125-2130,0.0
20180207_2130-2135,0.0
20180207_2135-2140,0.0
20180207_2140-2145,0.0
20180207_2145-2150,0.0
20180207_2150-2155,0.0
20180207_2155-2200,0.0
20180207_2200-2205,0.0
20180207_2205-2210,0.0
20180207_2210-2215,0.0
20180207_2215-2220,0.0
20180207_2220-2225,0.0
20180207_2225-2230,0.0
20180207_2230-2235,0.0
20180207_2235-2240,0.0
20180207_2240-2245,0.0
20180207_2245-2250,0.0
20180207_2250-2255,0.0
20180207_2255-2300,0.0
20180207_2300-2305,0.0
20180207_2305-2310,0.0
20180207_2310-2315,1.0
20180207_2315-2320,0.0
20180207_2320-2325,0.0
20180207_2325-2330,0.0
20180207_2330-2335,0.0
20180207_2335-2340,0.0
20180207_2340-2345,0.0
20180207_2345-2350,0.0
20180207_2350-2355,0.0
20180207_2355-0000,0.0
20180208_0000-0005,0.0
20180208_0005-0010,0.0
20180208_0010-0015,0.0
20180208_0015-0020,0.0
20180208_0020-0025,0.0
20180208_0025-0030,0.0
20180208_0030-0035,0.0
20180208_0035-0040,0.0
20180208_0040-0045,0.0
20180208_0045-0050,0.0
20180208_0050-0055,0.0
20180208_0055-0100,0.0
20180208_0100-0105,0.0
20180208_0105-0110,0.0
20180208_0110-0115,0.0
20180208_0115-0120,0.0
20180208_0120-0125,0.0
20180208_0125-0130,0.0
20180208_0130-0135,0.0
20180208_0135-0140,0.0
20180208_0140-0145,0.0
20180208_0145-0150,0.0
20180208_0150-0155,0.0
20180208_0155-0200,0.0
20180208_0200-0205,0.0
20180208_0205-0210,0.0
20180208_0210-0215,0.0
20180208_0215-0220,0.0
20180208_0220-0225,0.0
20180208_0225-0230,0.0
20180208_0230-0235,0.0
20180208_0235-0240,0.0
20180208_0240-0245,0.0
20180208_0245-0250,0.0
20180208_0250-0255,0.0
20180208_0255-0300,0.0
20180208_0300-0305,0.0
20180208_0305-0310,0.0
20180208_0310-0315,0.0
20180208_0315-0320,0.0
20180208_0320-0325,0.0
20180208_0325-0330,0.0
20180208_0330-0335,0.0
20180208_0335-0340,0.0
20180208_0340-0345,0.0
20180208_0345-0350,0.0
20180208_0350-0355,0.0
20180208_0355-0400,0.0
20180208_0400-0405,0.0
20180208_0405-0410,0.0
20180208_0410-0415,0.0
20180208_0415-0420,1.0
20180208_0420-0425,0.0
20180208_0425-0430,0.0
20180208_0430-0435,1.0
20180208_0435-0440,0.0
20180208_0440-0445,0.0
20180208_0445-0450,0.0
20180208_0450-0455,1.0
20180208_0455-0500,0.0
20180208_0500-0505,0.0
20180208_0505-0510,0.0
20180208_0510-0515,0.0
20180208_0515-0520,0.0
20180208_0520-0525,0.0
20180208_0525-0530,0.0
20180208_0530-0535,0.0
20180208_0535-0540,0.0
20180208_0540-0545,1.0
20180208_0545-0550,0.0
20180208_0550-0555,0.0
20180208_0555-0600,0.0
20180208_0600-0605,0.0
20180208_0605-0610,0.0
20180208_0610-0615,0.0
20180208_0615-0620,0.0
20180208_0620-0625,0.0
20180208_0625-0630,0.0
20180208_0630-0635,1.0
20180208_0635-0640,0.0
20180208_0640-0645,0.0
20180208_0645-0650,0.0
20180208_0650-0655,0.0
20180208_0655-0700,0.0
20180208_0700-0705,0.0
20180208_0705-0710,0.0
20180208_0710-0715,0.0
20180208_0715-0720,0.0
20180208_0720-0725,0.0
20180208_0725-0730,0.0
20180208_0730-0735,0.0
20180208_0735-0740,0.0
20180208_0740-0745,0.0
20180208_0745-0750,0.0
20180208_0750-0755,0.0
20180208_0755-0800,0.0
20180208_0800-0805,0.0
20180208_0805-0810,0.0
20180208_0810-0815,0.0
20180208_0815-0820,0.0
20180208_0820-0825,0.0
20180208_0825-0830,0.0
20180208_0830-0835,0.0
20180208_0835-0840,0.0
20180208_0840-0845,0.0
20180208_0845-0850,0.0
20180208_0850-0855,0.0
20180208_0855-0900,0.0
20180208_0900-0905,0.0
20180208_0905-0910,0.0
20180208_0910-0915,0.0
20180208_0915-0920,0.0
20180208_0920-0925,0.0
20180208_0925-0930,0.0
20180208_0930-0935,0.0
20180208_0935-0940,0.0
20180208_0940-0945,0.0
20180208_0945-0950,0.0
20180208_0950-0955,0.0
20180208_0955-1000,0.0
20180208_1000-1005,0.0
20180208_1005-1010,0.0
20180208_1010-1015,0.0
20180208_1015-1020,0.0
20180208_1020-1025,0.0
20180208_1025-1030,0.0
20180208_1030-1035,0.0
20180208_1035-1040,0.0
20180208_1040-1045,0.0
20180208_1045-1050,0.0
20180208_1050-1055,0.0
20180208_1055-1100,0.0
20180208_1100-1105,0.0
20180208_1105-1110,0.0
20180208_1110-1115,0.0
20180208_1115-1120,0.0
20180208_1120-1125,0.0
20180208_1125-1130,0.0
20180208_1130-1135,0.0
20180208_1135-1140,0.0
20180208_1140-1145,0.0
20180208_1145-1150,0.0
20180208_1150-1155,0.0
20180208_1155-1200,0.0
20180208_1200-1205,0.0
20180208_1205-1210,0.0
20180208_1210-1215,0.0
20180208_1215-1220,0.0
20180208_1220-1225,0.0
20180208_1225-1230,0.0
20180208_1230-1235,0.0
20180208_1235-1240,0.0
20180208_1240-1245,0.0
20180208_1245-1250,0.0
20180208_1250-1255,0.0
20180208_1255-1300,0.0
20180208_1300-1305,0.0
20180208_1305-1310,0.0
20180208_1310-1315,0.0
20180208_1315-1320,0.0
20180208_1320-1325,0.0
20180208_1325-1330,0.0
20180208_1330-1335,0.0
20180208_1335-1340,0.0
20180208_1340-1345,0.0
20180208_1345-1350,0.0
20180208_1350-1355,0.0
20180208_1355-1400,0.0
20180208_1400-1405,0.0
20180208_1405-1410,0.0
20180208_1410-1415,0.0
20180208_1415-1420,0.0
20180208_1420-1425,0.0
20180208_1425-1430,0.0
20180208_1430-1435,0.0
20180208_1435-1440,0.0
20180208_1440-1445,0.0
20180208_1445-1450,0.0
20180208_1450-1455,0.0
20180208_1455-1500,0.0
20180208_1500-1505,0.0
20180208_1505-1510,0.0
20180208_1510-1515,0.0
20180208_1515-1520,0.0
20180208_1520-1525,0.0
20180208_1525-1530,0.0
20180208_1530-1535,0.0
20180208_1535-1540,0.0
20180208_1540-1545,0.0
20180208_1545-1550,0.0
20180208_1550-1555,0.0
20180208_1555-1600,0.0
20180208_1600-1605,0.0
20180208_1605-1610,0.0
20180208_1610-1615,0.0
20180208_1615-1620,0.0
20180208_1620-1625,0.0
20180208_1625-1630,0.0
20180208_1630-1635,0.0
20180208_1635-1640,0.0
20180208_1640-1645,0.0
20180208_1645-1650,0.0
20180208_1650-1655,0.0
20180208_1655-1700,0.0
20180208_1700-1705,0.0
20180208_1705-1710,0.0
20180208_1710-1715,0.0
20180208_1715-1720,0.0
20180208_1720-1725,0.0
20180208_1725-1730,0.0
20180208_1730-1735,0.0
20180208_1735-1740,0.0
20180208_1740-1745,0.0
20180208_1745-1750,0.0
20180208_1750-1755,0.0
20180208_1755-1800,0.0
20180208_1800-1805,0.0
20180208_1805-1810,0.0
20180208_1810-1815,0.0
20180208_1815-1820,0.0
20180208_1820-1825,0.0
20180208_1825-1830,0.0
20180208_1830-1835,0.0
20180208_1835-1840,0.0
20180208_1840-1845,0.0
20180208_1845-1850,0.0
20180208_1850-1855,0.0
20180208_1855-1900,0.0
20180208_1900-1905,0.0
20180208_1905-1910,0.0
20180208_1910-1915,0.0
20180208_1915-1920,0.0
20180208_1920-1925,0.0
20180208_1925-1930,0.0
20180208_1930-1935,0.0
20180208_1935-1940,0.0
20180208_1940-1945,0.0
20180208_1945-1950,0.0
20180208_1950-1955,0.0
20180208_1955-2000,0.0
20180208_2000-2005,0.0
20180208_2005-2010,0.0
20180208_2010-2015,0.0
20180208_2015-2020,0.0
20180208_2020-2025,0.0
20180208_2025-2030,0.0
20180208_2030-2035,0.0
20180208_2035-2040,0.0
20180208_2040-2045,0.0
20180208_2045-2050,0.0
20180208_2050-2055,0.0
20180208_2055-2100,0.0
20180208_2100-2105,0.0
20180208_2105-2110,0.0
20180208_2110-2115,0.0
20180208_2115-2120,0.0
20180208_2120-2125,0.0
20180208_2125-2130,0.0
20180208_2130-2135,0.0
20180208_2135-2140,0.0
20180208_2140-2145,0.0
20180208_2145-2150,0.0
20180208_2150-2155,0.0
20180208_2155-2200,0.0
20180208_2200-2205,0.0
20180208_2205-2210,0.0
20180208_2210-2215,0.0
20180208_2215-2220,0.0
20180208_2220-2225,0.0
20180208_2225-2230,0.0
20180208_2230-2235,0.0
20180208_2235-2240,0.0
20180208_2240-2245,0.0
20180208_2245-2250,0.0
20180208_2250-2255,0.0
20180208_2255-2300,0.0
20180208_2300-2305,0.0
20180208_2305-2310,0.0
20180208_2310-2315,0.0
20180208_2315-2320,0.0
20180208_2320-2325,0.0
20180208_2325-2330,0.0
20180208_2330-2335,0.0
20180208_2335-2340,0.0
20180208_2340-2345,0.0
20180208_2345-2350,0.0
20180208_2350-2355,0.0
20180208_2355-0000,0.0
20180209_0000-0005,0.0
20180209_0005-0010,0.0
20180209_0010-0015,0.0
20180209_0015-0020,0.0
20180209_0020-0025,0.0
20180209_0025-0030,0.0
20180209_0030-0035,0.0
20180209_0035-0040,0.0
20180209_0040-0045,0.0
20180209_0045-0050,0.0
20180209_0050-0055,0.0
20180209_0055-0100,0.0
20180209_0100-0105,0.0
20180209_0105-0110,0.0
20180209_0110-0115,0.0
20180209_0115-0120,0.0
20180209_0120-0125,0.0
20180209_0125-0130,0.0
20180209_0130-0135,0.0
20180209_0135-0140,0.0
20180209_0140-0145,0.0
20180209_0145-0150,0.0
20180209_0150-0155,0.0
20180209_0155-0200,0.0
20180209_0200-0205,0.0
20180209_0205-0210,0.0
20180209_0210-0215,0.0
20180209_0215-0220,0.0
20180209_0220-0225,0.0
20180209_0225-0230,0.0
20180209_0230-0235,0.0
20180209_0235-0240,0.0
20180209_0240-0245,0.0
20180209_0245-0250,0.0
20180209_0250-0255,0.0
20180209_0255-0300,0.0
20180209_0300-0305,0.0
20180209_0305-0310,0.0
20180209_0310-0315,0.0
20180209_0315-0320,0.0
20180209_0320-0325,1.0
20180209_0325-0330,0.0
20180209_0330-0335,1.0
20180209_0335-0340,1.0
20180209_0340-0345,1.0
20180209_0345-0350,0.0
20180209_0350-0355,0.0
20180209_0355-0400,1.0
20180209_0400-0405,0.0
20180209_0405-0410,0.0
20180209_0410-0415,0.0
20180209_0415-0420,0.0
20180209_0420-0425,0.0
20180209_0425-0430,0.0
20180209_0430-0435,0.0
20180209_0435-0440,0.0
20180209_0440-0445,0.0
20180209_0445-0450,0.0
20180209_0450-0455,0.0
20180209_0455-0500,0.0
20180209_0500-0505,0.0
20180209_0505-0510,0.0
20180209_0510-0515,0.0
20180209_0515-0520,1.0
20180209_0520-0525,0.0
20180209_0525-0530,1.0
20180209_0530-0535,0.0
20180209_0535-0540,0.0
20180209_0540-0545,0.0
20180209_0545-0550,0.0
20180209_0550-0555,1.0
20180209_0555-0600,1.0
20180209_0600-0605,0.0
20180209_0605-0610,1.0
20180209_0610-0615,0.0
20180209_0615-0620,0.0
20180209_0620-0625,0.0
20180209_0625-0630,0.0
20180209_0630-0635,0.0
20180209_0635-0640,0.0
20180209_0640-0645,0.0
20180209_0645-0650,1.0
20180209_0650-0655,0.0
20180209_0655-0700,0.0
20180209_0700-0705,0.0
20180209_0705-0710,0.0
20180209_0710-0715,0.0
20180209_0715-0720,0.0
20180209_0720-0725,0.0
20180209_0725-0730,0.0
20180209_0730-0735,0.0
20180209_0735-0740,0.0
20180209_0740-0745,0.0
20180209_0745-0750,0.0
20180209_0750-0755,0.0
20180209_0755-0800,0.0
20180209_0800-0805,0.0
20180209_0805-0810,0.0
20180209_0810-0815,0.0
20180209_0815-0820,0.0
20180209_0820-0825,0.0
20180209_0825-0830,0.0
20180209_0830-0835,0.0
20180209_0835-0840,0.0
20180209_0840-0845,0.0
20180209_0845-0850,0.0
20180209_0850-0855,0.0
20180209_0855-0900,0.0
20180209_0900-0905,0.0
20180209_0905-0910,0.0
20180209_0910-0915,0.0
20180209_0915-0920,0.0
20180209_0920-0925,0.0
20180209_0925-0930,0.0
20180209_0930-0935,0.0
20180209_0935-0940,0.0
20180209_0940-0945,0.0
20180209_0945-0950,0.0
20180209_0950-0955,0.0
20180209_0955-1000,0.0
20180209_1000-1005,0.0
20180209_1005-1010,0.0
20180209_1010-1015,0.0
20180209_1015-1020,0.0
20180209_1020-1025,0.0
20180209_1025-1030,0.0
20180209_1030-1035,0.0
20180209_1035-1040,0.0
20180209_1040-1045,0.0
20180209_1045-1050,0.0
20180209_1050-1055,0.0
20180209_1055-1100,0.0
20180209_1100-1105,0.0
20180209_1105-1110,0.0
20180209_1110-1115,0.0
20180209_1115-1120,0.0
20180209_1120-1125,0.0
20180209_1125-1130,0.0
20180209_1130-1135,0.0
20180209_1135-1140,0.0
20180209_1140-1145,0.0
20180209_1145-1150,0.0
20180209_1150-1155,0.0
20180209_1155-1200,0.0
20180209_1200-1205,0.0
20180209_1205-1210,0.0
20180209_1210-1215,0.0
20180209_1215-1220,0.0
20180209_1220-1225,0.0
20180209_1225-1230,0.0
20180209_1230-1235,0.0
20180209_1235-1240,0.0
20180209_1240-1245,0.0
20180209_1245-1250,0.0
20180209_1250-1255,0.0
20180209_1255-1300,0.0
20180209_1300-1305,0.0
20180209_1305-1310,0.0
20180209_1310-1315,0.0
20180209_1315-1320,0.0
20180209_1320-1325,0.0
20180209_1325-1330,0.0
20180209_1330-1335,0.0
20180209_1335-1340,0.0
20180209_1340-1345,0.0
20180209_1345-1350,0.0
20180209_1350-1355,0.0
20180209_1355-1400,0.0
20180209_1400-1405,0.0
20180209_1405-1410,0.0
20180209_1410-1415,0.0
20180209_1415-1420,0.0
20180209_1420-1425,0.0
20180209_1425-1430,0.0
20180209_1430-1435,0.0
20180209_1435-1440,0.0
20180209_1440-1445,0.0
20180209_1445-1450,0.0
20180209_1450-1455,0.0
20180209_1455-1500,0.0
20180209_1500-1505,0.0
20180209_1505-1510,0.0
20180209_1510-1515,0.0
20180209_1515-1520,0.0
20180209_1520-1525,0.0
20180209_1525-1530,0.0
20180209_1530-1535,0.0
20180209_1535-1540,0.0
20180209_1540-1545,0.0
20180209_1545-1550,0.0
20180209_1550-1555,0.0
20180209_1555-1600,0.0
20180209_1600-1605,0.0
20180209_1605-1610,0.0
