Timestamp,Svr_detect,Svr_connect,Ss_request,Ss_Established
20210304_0300-0310,0,0,3,4
20210304_0310-0320,0,0,4,4
20210304_0320-0330,0,0,3,4
20210304_0330-0340,0,0,1,5
20210304_0340-0350,0,0,2,5
20210304_0350-0400,0,0,3,5
20210304_0400-0410,0,0,4,5
20210304_0410-0420,0,0,5,3
20210304_0420-0430,0,0,2,4
20210304_0430-0440,0,0,2,4
20210304_0440-0450,0,0,3,6
20210304_0450-0500,0,0,3,7
20210304_0500-0510,0,0,3,5
20210304_0510-0520,0,0,3,7
20210304_0520-0530,0,0,2,4
20210304_0530-0540,0,0,2,2
20210304_0540-0550,0,0,2,2
20210304_0550-0600,0,0,3,1
20210304_0600-0610,0,0,4,3
20210304_0610-0620,0,0,3,7
20210304_0620-0630,0,0,2,4
20210304_0630-0640,0,0,3,8
20210304_0640-0650,0,0,4,6
20210304_0650-0700,0,0,3,11
20210304_0700-0710,0,0,1,4
20210304_0710-0720,0,0,2,6
20210304_0720-0730,0,0,3,4
20210304_0730-0740,0,0,4,5
20210304_0740-0750,0,1,2,8
20210304_0750-0800,0,0,2,9
20210304_0800-0810,0,0,2,10
20210304_0810-0820,0,0,3,21
20210304_0820-0830,0,0,3,19
20210304_0830-0840,0,1,3,35
20210304_0840-0850,0,0,3,46
20210304_0850-0900,0,0,3,59
20210304_0900-0910,0,0,2,55
20210304_0910-0920,0,0,2,41
20210304_0920-0930,0,0,3,32
20210304_0930-0940,0,0,3,23
20210304_0940-0950,0,0,3,24
20210304_0950-1000,0,0,4,22
20210304_1000-1010,0,0,3,36
20210304_1010-1020,0,0,4,25
20210304_1020-1030,0,0,2,29
20210304_1030-1040,0,0,1,15
20210304_1040-1050,0,0,2,21
20210304_1050-1100,0,0,3,18
20210304_1100-1110,0,0,4,16
20210304_1110-1120,0,0,2,11
20210304_1120-1130,0,0,3,14
20210304_1130-1140,0,1,3,20
20210304_1140-1150,0,0,3,20
20210304_1150-1200,0,0,3,16
20210304_1200-1210,0,0,3,17
20210304_1210-1220,0,0,3,14
20210304_1220-1230,0,0,3,10
20210304_1230-1240,0,0,4,12
20210304_1240-1250,0,0,2,14
20210304_1250-1300,0,1,3,26
20210304_1300-1310,0,1,2,40
20210304_1310-1320,0,1,2,61
20210304_1320-1330,0,1,4,56
20210304_1330-1340,0,1,3,43
20210304_1340-1350,0,1,4,18
20210304_1350-1400,0,0,2,9
20210304_1400-1410,0,0,1,10
20210304_1410-1420,0,0,2,8
20210304_1420-1430,0,0,3,17
20210304_1430-1440,0,0,4,18
20210304_1440-1450,0,0,2,16
20210304_1450-1500,0,0,2,15
20210304_1500-1510,0,0,3,15
20210304_1510-1520,0,0,4,17
20210304_1520-1530,0,0,3,17
20210304_1530-1540,0,0,3,15
20210304_1540-1550,0,0,2,10
20210304_1550-1600,0,0,3,7
20210304_1600-1610,0,0,3,17
20210304_1610-1620,0,0,2,16
20210304_1620-1630,0,0,3,20
20210304_1630-1640,0,0,2,19
20210304_1640-1650,0,0,2,14
20210304_1650-1700,0,0,3,13
20210304_1700-1710,0,1,3,16
20210304_1710-1720,0,0,4,16
20210304_1720-1730,0,0,2,17
20210304_1730-1740,0,0,1,14
20210304_1740-1750,0,0,2,21
20210304_1750-1800,0,1,3,17
20210304_1800-1810,0,0,5,20
20210304_1810-1820,0,0,2,58
20210304_1820-1830,0,0,2,75
20210304_1830-1840,0,0,2,78
20210304_1840-1850,0,0,4,47
20210304_1850-1900,0,0,3,15
20210304_1900-1910,0,0,3,13
20210304_1910-1920,0,0,2,13
20210304_1920-1930,0,0,2,13
20210304_1930-1940,0,0,3,11
20210304_1940-1950,0,0,3,11
20210304_1950-2000,0,0,3,12
20210304_2000-2010,0,0,2,10
20210304_2010-2020,0,0,2,12
20210304_2020-2030,0,0,3,12
20210304_2030-2040,0,0,3,14
20210304_2040-2050,1,0,4,16
20210304_2050-2100,1,0,2,16
20210304_2100-2110,1,0,1,13
20210304_2110-2120,1,0,2,14
20210304_2120-2130,1,0,4,17
20210304_2130-2140,1,0,4,20
20210304_2140-2150,0,0,2,14
20210304_2150-2200,0,0,1,14
20210304_2200-2210,0,0,2,12
20210304_2210-2220,0,0,4,13
20210304_2220-2230,0,0,3,11
20210304_2230-2240,0,0,3,14
20210304_2240-2250,0,0,2,19
20210304_2250-2300,0,0,3,19
20210304_2300-2310,0,0,4,16
20210304_2310-2320,0,0,3,14
20210304_2320-2330,0,0,4,17
20210304_2330-2340,0,0,2,14
20210304_2340-2350,0,0,2,10
20210304_2350-0000,0,0,3,7
20210305_0000-0010,0,0,4,6
20210305_0010-0020,0,0,4,6
20210305_0020-0030,0,0,2,9
20210305_0030-0040,0,0,0,13
20210305_0040-0050,0,0,2,17
20210305_0050-0100,0,0,4,14
20210305_0100-0110,0,0,4,10
20210305_0110-0120,0,0,2,6
20210305_0120-0130,0,0,1,8
20210305_0130-0140,0,0,2,4
20210305_0140-0150,0,0,4,3
20210305_0150-0200,0,0,3,3
20210305_0200-0210,0,0,3,6
20210305_0210-0220,0,1,2,6
20210305_0220-0230,0,0,2,6
20210305_0230-0240,0,0,3,6
20210305_0240-0250,0,0,2,5
20210305_0250-0300,0,0,3,2
20210305_0300-0310,0,1,2,3
20210305_0310-0320,0,0,2,2
20210305_0320-0330,0,0,3,6
20210305_0330-0340,0,0,4,7
20210305_0340-0350,0,0,4,9
20210305_0350-0400,0,0,2,3
20210305_0400-0410,0,1,0,2
20210305_0410-0420,0,0,2,2
20210305_0420-0430,0,1,4,2
20210305_0430-0440,0,1,4,2
20210305_0440-0450,0,0,2,2
20210305_0450-0500,0,1,2,2
20210305_0500-0510,0,0,2,3
20210305_0510-0520,0,0,4,3
20210305_0520-0530,0,0,3,4
20210305_0530-0540,0,0,3,3
20210305_0540-0550,0,0,3,2
20210305_0550-0600,0,0,2,4
20210305_0600-0610,0,0,3,1
20210305_0610-0620,0,0,3,2
20210305_0620-0630,0,1,3,5
20210305_0630-0640,0,1,2,6
20210305_0640-0650,0,1,1,7
20210305_0650-0700,0,1,3,6
20210305_0700-0710,0,0,4,9
20210305_0710-0720,0,0,5,9
20210305_0720-0730,0,0,2,7
20210305_0730-0740,0,0,0,8
20210305_0740-0750,0,1,2,9
20210305_0750-0800,0,1,4,14
20210305_0800-0810,0,2,4,12
20210305_0810-0820,0,1,2,20
20210305_0820-0830,0,0,1,20
20210305_0830-0840,0,2,2,29
20210305_0840-0850,0,1,4,47
20210305_0850-0900,0,0,4,64
20210305_0900-0910,0,0,3,60
20210305_0910-0920,0,1,2,53
20210305_0920-0930,0,1,1,36
20210305_0930-0940,0,0,4,27
20210305_0940-0950,0,0,4,18
20210305_0950-1000,0,0,3,19
20210305_1000-1010,0,0,3,14
20210305_1010-1020,0,0,1,10
20210305_1020-1030,0,0,3,13
20210305_1030-1040,0,0,5,13
20210305_1040-1050,0,0,4,13
20210305_1050-1100,0,0,2,16
20210305_1100-1110,0,0,0,18
20210305_1110-1120,0,0,2,17
20210305_1120-1130,0,0,4,17
20210305_1130-1140,0,0,4,16
20210305_1140-1150,0,0,2,14
20210305_1150-1200,0,0,1,13
20210305_1200-1210,0,0,2,16
20210305_1210-1220,0,0,4,13
20210305_1220-1230,0,0,4,13
20210305_1230-1240,0,0,3,9
20210305_1240-1250,0,0,2,14
20210305_1250-1300,0,0,1,29
20210305_1300-1310,0,0,3,36
20210305_1310-1320,0,0,3,60
20210305_1320-1330,0,0,3,47
20210305_1330-1340,0,0,2,39
20210305_1340-1350,0,0,3,16
20210305_1350-1400,0,0,3,15
20210305_1400-1410,0,0,4,18
20210305_1410-1420,0,0,4,16
20210305_1420-1430,0,0,2,12
20210305_1430-1440,0,0,0,12
20210305_1440-1450,0,0,2,11
20210305_1450-1500,0,1,4,8
20210305_1500-1510,0,0,5,12
20210305_1510-1520,0,0,2,13
20210305_1520-1530,0,0,2,18
20210305_1530-1540,0,0,1,18
20210305_1540-1550,0,0,4,19
20210305_1550-1600,0,0,4,24
20210305_1600-1610,0,0,4,20
20210305_1610-1620,0,0,2,18
20210305_1620-1630,0,0,1,11
20210305_1630-1640,0,0,3,12
20210305_1640-1650,0,0,4,7
20210305_1650-1700,0,0,3,8
20210305_1700-1710,0,0,2,11
20210305_1710-1720,0,0,1,11
20210305_1720-1730,0,0,3,13
20210305_1730-1740,0,0,4,14
20210305_1740-1750,0,0,5,19
20210305_1750-1800,0,0,3,16
20210305_1800-1810,0,0,0,12
20210305_1810-1820,0,0,1,14
20210305_1820-1830,0,0,4,18
20210305_1830-1840,0,0,5,19
20210305_1840-1850,0,0,2,14
20210305_1850-1900,0,0,1,11
20210305_1900-1910,0,0,1,16
20210305_1910-1920,0,0,4,18
20210305_1920-1930,0,0,4,14
20210305_1930-1940,0,0,3,11
20210305_1940-1950,0,0,2,11
20210305_1950-2000,0,0,1,10
20210305_2000-2010,0,0,3,12
20210305_2010-2020,0,0,3,9
20210305_2020-2030,0,0,4,11
20210305_2030-2040,0,0,2,4
20210305_2040-2050,0,0,1,5
20210305_2050-2100,0,0,3,11
20210305_2100-2110,0,0,4,13
20210305_2110-2120,0,0,5,11
20210305_2120-2130,0,0,2,8
20210305_2130-2140,0,0,0,6
20210305_2140-2150,0,0,1,9
20210305_2150-2200,0,0,5,11
20210305_2200-2210,0,0,5,14
20210305_2210-2220,0,0,2,9
20210305_2220-2230,0,0,1,11
20210305_2230-2240,0,0,1,12
20210305_2240-2250,0,0,4,13
20210305_2250-2300,0,0,4,10
20210305_2300-2310,0,0,3,11
20210305_2310-2320,0,0,3,16
20210305_2320-2330,0,0,2,13
20210305_2330-2340,0,0,6,14
20210305_2340-2350,0,0,3,15
20210305_2350-0000,0,0,4,15
20210306_0000-0010,,,,
20210306_0010-0020,0,0,1,10
20210306_0020-0030,0,0,2,10
20210306_0030-0040,0,0,4,6
20210306_0040-0050,0,0,5,8
20210306_0050-0100,0,0,2,7
20210306_0100-0110,1,0,0,6
20210306_0110-0120,0,0,1,7
20210306_0120-0130,0,0,5,8
20210306_0130-0140,0,0,5,8
20210306_0140-0150,0,0,2,6
20210306_0150-0200,0,0,1,8
20210306_0200-0210,,,,
20210306_0210-0220,0,0,4,9
20210306_0220-0230,0,0,4,6
20210306_0230-0240,0,0,4,8
20210306_0240-0250,0,0,2,6
20210306_0250-0300,0,0,1,3
20210306_0300-0310,0,0,2,3
20210306_0310-0320,0,0,4,5
20210306_0320-0330,0,0,4,5
20210306_0330-0340,0,0,2,7
20210306_0340-0350,0,0,1,9
20210306_0350-0400,0,0,2,11
20210306_0400-0410,0,0,4,6
20210306_0410-0420,0,0,5,5
20210306_0420-0430,0,0,3,1
20210306_0430-0440,0,0,2,5
20210306_0440-0450,0,0,2,6
20210306_0450-0500,0,0,5,4
20210306_0500-0510,0,0,6,2
20210306_0510-0520,0,0,4,5
20210306_0520-0530,0,0,2,4
20210306_0530-0540,0,0,1,4
20210306_0540-0550,0,0,5,2
20210306_0550-0600,0,0,5,4
20210306_0600-0610,0,0,4,3
20210306_0610-0620,0,0,5,6
20210306_0620-0630,0,0,1,6
20210306_0630-0640,0,0,2,5
20210306_0640-0650,0,0,4,6
20210306_0650-0700,0,0,4,6
20210306_0700-0710,0,0,2,8
20210306_0710-0720,0,0,2,4
20210306_0720-0730,0,0,3,6
20210306_0730-0740,0,0,4,6
20210306_0740-0750,0,0,5,6
20210306_0750-0800,0,0,3,6
20210306_0800-0810,0,0,0,12
20210306_0810-0820,0,0,2,15
20210306_0820-0830,0,0,6,11
20210306_0830-0840,0,0,5,10
20210306_0840-0850,0,0,3,10
20210306_0850-0900,0,0,2,8
20210306_0900-0910,0,0,1,14
20210306_0910-0920,0,0,4,11
20210306_0920-0930,0,0,4,12
20210306_0930-0940,0,0,5,13
20210306_0940-0950,0,0,2,15
20210306_0950-1000,0,0,1,16
20210306_1000-1010,0,0,2,14
20210306_1010-1020,0,0,3,24
20210306_1020-1030,0,0,4,25
20210306_1030-1040,0,0,3,31
20210306_1040-1050,0,0,1,28
20210306_1050-1100,0,1,2,26
20210306_1100-1110,0,1,4,29
20210306_1110-1120,0,1,5,36
20210306_1120-1130,0,1,5,36
20210306_1130-1140,1,1,1,28
20210306_1140-1150,1,1,1,15
20210306_1150-1200,1,0,3,22
20210306_1200-1210,0,0,5,23
20210306_1210-1220,0,0,3,20
20210306_1220-1230,0,0,2,14
20210306_1230-1240,0,0,1,5
20210306_1240-1250,0,0,3,2
20210306_1250-1300,0,0,3,7
20210306_1300-1310,0,0,4,25
20210306_1310-1320,0,0,2,28
20210306_1320-1330,0,0,1,23
20210306_1330-1340,0,0,2,11
20210306_1340-1350,0,0,3,13
20210306_1350-1400,0,0,4,11
20210306_1400-1410,0,0,3,9
20210306_1410-1420,0,0,1,8
20210306_1420-1430,0,0,2,10
20210306_1430-1440,0,0,4,12
20210306_1440-1450,0,0,7,13
20210306_1450-1500,0,0,4,15
20210306_1500-1510,0,0,0,15
20210306_1510-1520,0,0,1,12
20210306_1520-1530,0,0,3,12
20210306_1530-1540,0,0,5,10
20210306_1540-1550,0,0,3,11
20210306_1550-1600,0,0,2,21
20210306_1600-1610,0,0,1,17
20210306_1610-1620,0,0,3,20
20210306_1620-1630,0,0,3,16
20210306_1630-1640,0,0,5,19
20210306_1640-1650,0,0,3,17
20210306_1650-1700,0,0,1,21
20210306_1700-1710,0,0,2,24
20210306_1710-1720,1,1,3,12
20210306_1720-1730,0,0,4,16
20210306_1730-1740,0,0,4,14
20210306_1740-1750,0,0,1,17
20210306_1750-1800,0,0,3,13
20210306_1800-1810,0,0,5,15
20210306_1810-1820,0,0,5,14
20210306_1820-1830,0,0,4,15
20210306_1830-1840,0,0,0,11
20210306_1840-1850,0,0,1,12
20210306_1850-1900,0,0,3,9
20210306_1900-1910,0,0,5,11
20210306_1910-1920,0,0,3,10
20210306_1920-1930,0,0,2,5
20210306_1930-1940,0,0,1,2
20210306_1940-1950,0,0,3,4
20210306_1950-2000,0,0,3,6
20210306_2000-2010,0,0,4,8
20210306_2010-2020,0,0,3,12
20210306_2020-2030,0,0,1,8
20210306_2030-2040,0,0,2,7
20210306_2040-2050,0,0,2,8
20210306_2050-2100,0,0,4,10
20210306_2100-2110,0,0,3,6
20210306_2110-2120,0,0,1,4
20210306_2120-2130,0,0,2,6
20210306_2130-2140,0,0,3,13
20210306_2140-2150,0,0,5,10
20210306_2150-2200,0,0,3,12
20210306_2200-2210,0,0,0,12
20210306_2210-2220,0,0,1,15
20210306_2220-2230,0,0,3,15
20210306_2230-2240,0,0,5,15
20210306_2240-2250,0,0,3,12
20210306_2250-2300,0,0,3,7
20210306_2300-2310,0,0,1,9
20210306_2310-2320,0,0,4,6
20210306_2320-2330,0,0,2,4
20210306_2330-2340,0,0,4,5
20210306_2340-2350,0,0,4,12
20210306_2350-0000,0,0,1,15
20210307_0000-0010,0,0,2,13
20210307_0010-0020,0,0,2,8
20210307_0020-0030,0,0,4,6
20210307_0030-0040,0,0,3,3
20210307_0040-0050,0,0,2,6
20210307_0050-0100,0,0,2,6
20210307_0100-0110,0,0,3,7
20210307_0110-0120,0,0,5,9
20210307_0120-0130,0,0,3,10
20210307_0130-0140,0,0,0,12
20210307_0140-0150,0,0,2,10
20210307_0150-0200,0,0,4,9
20210307_0200-0210,0,0,6,8
20210307_0210-0220,0,0,4,4
20210307_0220-0230,0,0,4,4
20210307_0230-0240,0,0,2,3
20210307_0240-0250,0,0,4,5
20210307_0250-0300,0,0,2,5
20210307_0300-0310,0,0,4,5
20210307_0310-0320,0,0,3,7
20210307_0320-0330,0,0,1,6
20210307_0330-0340,0,0,2,2
20210307_0340-0350,0,0,2,2
20210307_0350-0400,0,0,4,2
20210307_0400-0410,0,0,3,3
20210307_0410-0420,0,0,1,3
20210307_0420-0430,0,0,2,3
20210307_0430-0440,0,0,5,5
20210307_0440-0450,0,0,5,5
20210307_0450-0500,0,0,3,4
20210307_0500-0510,0,0,1,4
20210307_0510-0520,0,0,1,4
20210307_0520-0530,0,0,3,6
20210307_0530-0540,0,0,4,5
20210307_0540-0550,0,0,3,6
20210307_0550-0600,0,0,4,5
20210307_0600-0610,0,0,1,6
20210307_0610-0620,0,0,3,4
20210307_0620-0630,0,0,2,5
20210307_0630-0640,0,0,4,6
20210307_0640-0650,0,0,3,3
20210307_0650-0700,0,0,1,1
20210307_0700-0710,0,0,2,3
20210307_0710-0720,0,0,2,4
20210307_0720-0730,0,0,4,5
20210307_0730-0740,0,0,4,8
20210307_0740-0750,0,0,2,8
20210307_0750-0800,0,0,2,10
20210307_0800-0810,0,0,3,8
20210307_0810-0820,0,0,4,8
20210307_0820-0830,0,0,3,9
20210307_0830-0840,0,0,1,6
20210307_0840-0850,0,0,3,8
20210307_0850-0900,0,0,4,3
20210307_0900-0910,0,0,6,9
20210307_0910-0920,0,0,5,8
20210307_0920-0930,0,0,3,9
20210307_0930-0940,0,0,1,11
20210307_0940-0950,0,0,3,18
20210307_0950-1000,0,1,3,18
20210307_1000-1010,0,0,5,16
20210307_1010-1020,0,0,4,11
20210307_1020-1030,0,0,2,13
20210307_1030-1040,0,0,3,9
20210307_1040-1050,0,0,4,16
20210307_1050-1100,0,0,5,17
20210307_1100-1110,0,0,4,23
20210307_1110-1120,0,0,3,22
20210307_1120-1130,0,0,3,19
20210307_1130-1140,0,0,4,13
20210307_1140-1150,0,1,4,11
20210307_1150-1200,0,0,3,11
20210307_1200-1210,0,0,2,9
20210307_1210-1220,0,0,1,7
20210307_1220-1230,0,0,4,10
20210307_1230-1240,0,0,5,12
20210307_1240-1250,0,0,4,11
20210307_1250-1300,0,0,4,10
20210307_1300-1310,0,0,1,17
20210307_1310-1320,0,0,4,19
20210307_1320-1330,0,0,3,21
20210307_1330-1340,0,0,6,11
20210307_1340-1350,0,0,3,15
20210307_1350-1400,0,0,3,13
20210307_1400-1410,0,0,2,15
20210307_1410-1420,0,0,3,14
20210307_1420-1430,0,0,4,16
20210307_1430-1440,0,0,4,13
20210307_1440-1450,0,0,3,12
20210307_1450-1500,0,0,2,9
20210307_1500-1510,0,0,3,10
20210307_1510-1520,0,0,4,10
20210307_1520-1530,0,0,4,10
20210307_1530-1540,0,0,2,8
20210307_1540-1550,0,0,2,9
20210307_1550-1600,0,0,4,5
20210307_1600-1610,0,0,5,7
20210307_1610-1620,0,0,3,9
20210307_1620-1630,0,0,3,10
20210307_1630-1640,0,0,2,9
20210307_1640-1650,0,0,4,7
20210307_1650-1700,0,0,3,7
20210307_1700-1710,0,0,4,9
20210307_1710-1720,0,0,4,14
20210307_1720-1730,0,0,3,14
20210307_1730-1740,0,0,3,12
20210307_1740-1750,0,0,3,8
20210307_1750-1800,0,0,4,12
20210307_1800-1810,0,0,3,10
20210307_1810-1820,0,0,2,11
20210307_1820-1830,0,0,2,6
20210307_1830-1840,0,1,5,9
20210307_1840-1850,0,0,6,9
20210307_1850-1900,0,0,5,9
20210307_1900-1910,0,0,2,12
20210307_1910-1920,0,0,2,11
20210307_1920-1930,0,0,3,10
20210307_1930-1940,0,0,4,10
20210307_1940-1950,0,0,4,12
20210307_1950-2000,0,0,5,14
20210307_2000-2010,0,0,4,12
20210307_2010-2020,0,0,4,12
20210307_2020-2030,0,0,3,4
20210307_2030-2040,0,0,4,5
20210307_2040-2050,0,0,3,3
20210307_2050-2100,0,0,2,6
20210307_2100-2110,0,0,2,7
20210307_2110-2120,0,0,3,10
20210307_2120-2130,0,0,4,13
20210307_2130-2140,0,0,4,12
20210307_2140-2150,0,0,2,16
20210307_2150-2200,0,0,2,21
20210307_2200-2210,0,0,3,24
20210307_2210-2220,0,0,4,24
20210307_2220-2230,0,0,3,16
20210307_2230-2240,0,0,1,15
20210307_2240-2250,0,0,3,12
20210307_2250-2300,0,0,3,12
20210307_2300-2310,0,0,4,11
20210307_2310-2320,0,0,2,13
20210307_2320-2330,0,0,3,11
20210307_2330-2340,0,1,2,8
20210307_2340-2350,0,1,3,9
20210307_2350-0000,0,1,2,11
20210308_0000-0010,0,1,3,9
20210308_0010-0020,0,1,3,6
20210308_0020-0030,0,1,2,10
20210308_0030-0040,0,1,2,9
20210308_0040-0050,0,1,2,13
20210308_0050-0100,0,1,3,7
20210308_0100-0110,0,1,3,8
20210308_0110-0120,0,1,2,7
20210308_0120-0130,0,1,3,5
20210308_0130-0140,0,1,3,5
20210308_0140-0150,0,1,4,6
20210308_0150-0200,0,1,2,9
20210308_0200-0210,0,2,2,11
20210308_0210-0220,0,1,2,9
20210308_0220-0230,0,1,3,6
20210308_0230-0240,0,1,5,2
20210308_0240-0250,0,1,2,6
20210308_0250-0300,0,1,3,8
20210308_0300-0310,0,1,2,5
20210308_0310-0320,0,1,3,5
20210308_0320-0330,0,1,2,3
20210308_0330-0340,0,2,3,3
20210308_0340-0350,0,1,4,4
20210308_0350-0400,0,1,2,4
20210308_0400-0410,0,1,2,5
20210308_0410-0420,0,1,2,3
20210308_0420-0430,0,2,3,3
20210308_0430-0440,0,2,3,5
20210308_0440-0450,0,2,2,3
20210308_0450-0500,0,2,3,4
20210308_0500-0510,0,2,3,3
20210308_0510-0520,0,1,4,7
20210308_0520-0530,0,1,3,7
20210308_0530-0540,0,2,1,7
20210308_0540-0550,0,1,2,4
20210308_0550-0600,0,1,4,3
20210308_0600-0610,0,1,5,3
20210308_0610-0620,0,1,2,4
20210308_0620-0630,0,2,3,3
20210308_0630-0640,0,1,3,6
20210308_0640-0650,0,1,3,4
20210308_0650-0700,0,1,2,5
20210308_0700-0710,0,1,4,9
20210308_0710-0720,0,1,3,9
20210308_0720-0730,0,0,3,11
20210308_0730-0740,0,1,4,6
20210308_0740-0750,0,1,2,7
20210308_0750-0800,0,1,3,10
20210308_0800-0810,0,1,2,7
20210308_0810-0820,0,1,2,7
20210308_0820-0830,0,1,3,6
20210308_0830-0840,0,1,4,8
20210308_0840-0850,0,1,4,9
20210308_0850-0900,0,1,2,14
20210308_0900-0910,0,1,2,18
20210308_0910-0920,0,1,2,20
20210308_0920-0930,0,0,3,17
20210308_0930-0940,0,1,4,14
20210308_0940-0950,0,1,2,11
20210308_0950-1000,0,1,3,19
20210308_1000-1010,0,1,2,21
20210308_1010-1020,0,1,4,16
20210308_1020-1030,0,1,3,20
20210308_1030-1040,0,1,4,24
20210308_1040-1050,0,1,3,22
20210308_1050-1100,0,1,2,22
20210308_1100-1110,0,1,3,20
20210308_1110-1120,0,1,2,17
20210308_1120-1130,0,0,3,10
20210308_1130-1140,0,1,2,13
20210308_1140-1150,0,1,2,12
20210308_1150-1200,0,1,3,12
20210308_1200-1210,0,1,3,9
20210308_1210-1220,0,1,4,20
20210308_1220-1230,0,1,2,22
20210308_1230-1240,0,1,1,25
20210308_1240-1250,0,1,4,26
20210308_1250-1300,0,1,5,28
20210308_1300-1310,0,1,5,42
20210308_1310-1320,0,1,2,75
20210308_1320-1330,0,0,2,68
20210308_1330-1340,0,1,2,61
20210308_1340-1350,0,1,4,22
20210308_1350-1400,0,1,2,20
20210308_1400-1410,0,1,3,18
20210308_1410-1420,0,1,2,9
20210308_1420-1430,0,1,4,9
20210308_1430-1440,0,1,3,13
20210308_1440-1450,0,1,2,13
20210308_1450-1500,0,1,3,13
20210308_1500-1510,0,1,2,9
20210308_1510-1520,0,1,2,13
20210308_1520-1530,0,1,3,12
20210308_1530-1540,0,1,3,14
20210308_1540-1550,0,1,4,8
20210308_1550-1600,0,1,2,6
20210308_1600-1610,0,1,2,8
20210308_1610-1620,0,1,2,17
20210308_1620-1630,0,1,4,14
20210308_1630-1640,0,1,4,16
20210308_1640-1650,0,1,4,13
20210308_1650-1700,0,1,2,12
20210308_1700-1710,0,1,2,13
20210308_1710-1720,0,1,5,21
20210308_1720-1730,0,1,2,23
20210308_1730-1740,0,1,3,16
20210308_1740-1750,0,1,3,16
20210308_1750-1800,0,1,3,14
20210308_1800-1810,0,1,3,15
20210308_1810-1820,0,2,3,20
20210308_1820-1830,0,1,4,25
20210308_1830-1840,0,1,3,20
20210308_1840-1850,0,1,4,20
20210308_1850-1900,0,1,4,18
20210308_1900-1910,0,1,5,13
20210308_1910-1920,0,1,5,27
20210308_1920-1930,0,1,3,33
20210308_1930-1940,0,1,0,39
20210308_1940-1950,0,1,2,20
20210308_1950-2000,0,1,4,21
20210308_2000-2010,1,1,4,17
20210308_2010-2020,1,1,3,15
20210308_2020-2030,1,1,2,13
20210308_2030-2040,1,1,2,9
20210308_2040-2050,1,1,4,10
20210308_2050-2100,1,1,4,6
20210308_2100-2110,0,1,3,7
20210308_2110-2120,0,1,2,12
20210308_2120-2130,0,2,2,8
20210308_2130-2140,0,2,4,8
20210308_2140-2150,0,1,3,5
20210308_2150-2200,0,1,3,12
20210308_2200-2210,0,1,2,16
20210308_2210-2220,0,1,1,17
20210308_2220-2230,0,1,5,19
20210308_2230-2240,0,1,5,12
20210308_2240-2250,0,1,5,16
20210308_2250-2300,0,1,2,15
20210308_2300-2310,0,1,0,13
20210308_2310-2320,0,0,4,17
20210308_2320-2330,0,1,5,13
20210308_2330-2340,0,1,6,16
20210308_2340-2350,0,1,2,12
20210308_2350-0000,0,1,2,8
20210309_0000-0010,0,1,3,6
20210309_0010-0020,0,1,4,8
20210309_0020-0030,0,1,2,4
20210309_0030-0040,0,1,3,6
20210309_0040-0050,0,1,2,2
20210309_0050-0100,0,1,3,12
20210309_0100-0110,0,1,4,9
20210309_0110-0120,0,0,4,11
20210309_0120-0130,0,1,3,3
20210309_0130-0140,0,1,2,6
20210309_0140-0150,0,1,1,7
20210309_0150-0200,0,1,4,6
20210309_0200-0210,0,1,4,11
20210309_0210-0220,0,1,4,10
20210309_0220-0230,0,1,2,3
20210309_0230-0240,0,1,0,4
20210309_0240-0250,0,1,2,1
20210309_0250-0300,0,1,4,3
20210309_0300-0310,0,1,4,5
20210309_0310-0320,0,0,2,6
20210309_0320-0330,0,2,4,7
20210309_0330-0340,0,1,3,3
20210309_0340-0350,0,1,4,5
20210309_0350-0400,0,1,3,5
20210309_0400-0410,0,1,3,1
20210309_0410-0420,0,1,2,5
20210309_0420-0430,0,1,1,3
20210309_0430-0440,0,1,3,3
20210309_0440-0450,0,1,3,4
20210309_0450-0500,0,1,3,3
20210309_0500-0510,0,1,2,5
20210309_0510-0520,0,0,1,2
20210309_0520-0530,0,1,3,4
20210309_0530-0540,0,1,4,5
20210309_0540-0550,0,1,4,5
20210309_0550-0600,0,1,2,10
20210309_0600-0610,0,1,0,17
20210309_0610-0620,0,1,2,29
20210309_0620-0630,0,1,4,30
20210309_0630-0640,0,1,5,19
20210309_0640-0650,0,1,2,8
20210309_0650-0700,0,1,3,2
20210309_0700-0710,0,1,2,6
20210309_0710-0720,0,0,5,7
20210309_0720-0730,0,1,4,4
20210309_0730-0740,0,1,4,7
20210309_0740-0750,0,1,2,2
20210309_0750-0800,0,1,1,4
20210309_0800-0810,1,1,3,4
20210309_0810-0820,1,1,4,14
20210309_0820-0830,1,1,3,15
20210309_0830-0840,0,1,2,23
20210309_0840-0850,0,1,1,35
20210309_0850-0900,0,1,3,43
20210309_0900-0910,0,1,4,47
20210309_0910-0920,0,1,4,40
20210309_0920-0930,0,1,3,40
20210309_0930-0940,0,1,1,29
20210309_0940-0950,0,1,3,28
20210309_0950-1000,0,1,5,21
20210309_1000-1010,0,1,5,17
20210309_1010-1020,0,1,2,17
20210309_1020-1030,0,1,2,23
20210309_1030-1040,0,1,1,29
20210309_1040-1050,0,2,4,22
20210309_1050-1100,0,2,4,13
20210309_1100-1110,0,2,4,12
20210309_1110-1120,0,2,3,16
20210309_1120-1130,0,2,2,22
20210309_1130-1140,0,2,4,23
20210309_1140-1150,0,1,4,19
20210309_1150-1200,0,1,4,9
20210309_1200-1210,0,1,4,10
20210309_1210-1220,0,1,2,18
